"id_ib";"id_fun";"id_fm";"id_um";"str_nombre_ia";"txt_descripcion";"str_formula";"int_codigo_ib";"str_codigo_ib"
"569";"1";"";"";"Aprehensiones por delitos en los jóvenes";"";"";"572";"Viole002"
"570";"1";"";"";"Aprehensiones por contravenciones en los jóvenes";"";"";"573";"Viole001"
"571";"1";"";"";"Distribución de los jóvenes internos en centros de rehabilitación";"";"";"574";"Viole006"
"572";"1";"";"";"Mujeres jóvenes que recibieron maltrato físico";"";"";"575";"Viole009"
"573";"1";"";"";"Mujeres jóvenes que recibieron maltrato psicológico";"";"";"576";"Viole010"
"574";"1";"";"";"Violencia por algún familiar en los jóvenes";"";"";"577";"Viole016"
"575";"1";"";"";"Violencia por pareja en los jóvenes";"";"";"578";"Viole017"
"576";"1";"";"";"Participación de las mujeres en el poder local";"";"";"579";"Mujer001"
"577";"1";"";"";"Graduados/as de nivel técnico";"";"";"580";"Educa035"
"578";"1";"";"";"Acceso a becas y créditos educativos en el nivel superior";"";"";"581";"Educa002"
"579";"1";"";"";"Acceso a becas de ciencia y tecnología";"";"";"582";"Educa001"
"580";"1";"";"";"Participación en la representación diplomática oficial";"";"";"583";"Mujer036"
"581";"1";"";"";"Participación electoral por género";"";"";"584";"Mujer035"
"582";"1";"";"";"Abstención Electoral";"";"";"585";"Mujer002"
"584";"1";"";"";"Electos en la Asamblea Constituyente";"";"";"587";"Mujer015"
"585";"1";"";"";"Mecanismos institucionales de género en lo local";"";"";"588";"Mujer026"
"586";"1";"";"";"Participación de mujeres en organizaciones de trabajadores/as";"";"";"589";"Mujer034"
"587";"1";"";"";"Refugiados en Ecuador";"";"";"590";"Mujer053"
"588";"1";"";"";"Sitio de trabajo";"";"";"591";"Mujer055"
"589";"1";"";"";"Contrato de trabajo";"";"";"592";"Mujer010"
"590";"1";"";"";"Organizaciones laborales registradas";"";"";"593";"Mujer032"
"591";"1";"";"";"Acceso a derechos laborales";"";"";"594";"Mujer003"
"592";"1";"";"";"Mujeres que dirigen negocios";"";"";"595";"Mujer031"
"593";"1";"";"";"Hogares que tienen negocio propio con RUC";"";"";"596";"Mujer021"
"594";"1";"";"";"Hogares que tienen más de un negocio";"";"";"597";"Mujer020"
"595";"1";"";"";"Personas productoras según tenencias de las UPAs";"";"";"598";"Mujer042"
"596";"1";"";"";"Superficie de las UPAs según tenencia";"";"";"599";"Mujer057"
"597";"1";"";"";"Personas productoras según origen del ingreso";"";"";"600";"Mujer041"
"598";"1";"";"";"Superficie de las UPAs según origen del ingreso";"";"";"601";"Mujer056"
"599";"1";"";"";"Trabajadores remunerados en las UPAs";"";"";"602";"Mujer070"
"600";"1";"";"";"Población ocupada en el sector agropecuario";"";"";"603";"Mujer044"
"601";"1";"";"";"Horas promedio de trabajo de la población agropecuaria";"";"";"604";"Mujer022"
"602";"1";"";"";"Tamaño del hogar de las personas productoras";"";"";"605";"Mujer060"
"603";"1";"";"";"Empleo en el sector público";"";"";"606";"Mujer017"
"604";"1";"";"";"Asalariados que han recibido capacitación";"";"";"607";"Mujer005"
"605";"1";"389";"";"Tasa de ocupados no clasificados";"";"";"608";"Mujer062"
"606";"1";"";"";"Tasa de participación en diversas actividades no remuneradas";"";"";"609";"Mujer063"
"607";"1";"";"";"Carga global de trabajo semanal";"";"";"610";"Mujer007"
"608";"1";"";"";"Distribución del tiempo entre hombres y mujeres dedicado a cada actividad de tipo no remunerada";"";"";"611";"Mujer011"
"609";"1";"";"";"Distribución del tiempo entre las distintas actividades no remuneradas para cada sexo";"";"";"612";"Mujer012"
"610";"1";"";"";"Tasa de participación en el trabajo doméstico";"";"";"613";"Mujer064"
"611";"1";"";"";"Promedio de tiempo semanal dedicado a trabajo doméstico según relación con el/la jefe del hogar";"";"";"614";"Mujer049"
"612";"1";"";"";"Promedio de tiempo semanal dedicado a trabajo doméstico según estado civil";"";"";"615";"Mujer048"
"613";"1";"";"";"Tiempo social promedio dedicado a diversas actividades no remuneradas";"";"";"616";"Mujer069"
"614";"1";"";"";"Tiempo promedio de participantes dedicado a diversas actividades no remuneradas";"";"";"617";"Mujer068"
"615";"1";"";"";"Tasa de participación en trabajo doméstico y extradoméstico por nivel de instrucción";"";"";"618";"Mujer065"
"616";"1";"";"";"Distribución del tiempo total en diversas actividades";"";"";"619";"Mujer014"
"617";"1";"";"";"Distribución del tiempo total de las personas entre 25 y 49 años en diversas actividades";"";"";"620";"Mujer013"
"618";"1";"";"";"Participación en Mingas, trabajo comunitario o reuniones de la comunidad";"";"";"621";"Mujer037"
"619";"1";"";"";"Mujeres en organizaciones de protección y manejo del ambiente";"";"";"622";"Mujer029"
"620";"1";"";"";"Proporción de la superficie remanente (área natural)";"";"";"623";"Mujer051"
"621";"1";"";"";"Proporción de superficie de suelos erosionados";"";"";"624";"Mujer052"
"622";"1";"";"";"Proporción de la superficie en áreas protegidas";"";"";"625";"Mujer050"
"623";"1";"";"";"Superficie en bosques protectores";"";"";"626";"Mujer058"
"624";"1";"";"";"Superficie en uso del suelo";"";"";"627";"Mujer059"
"625";"1";"";"";"Índice de capital natural (ICN)";"";"";"628";"Mujer024"
"626";"1";"";"";"Hogares que no poseen vivienda propia";"";"";"629";"Mujer018"
"627";"1";"318";"";"Hogares que reciben el BDH";"";"";"630";"Mujer019"
"628";"1";"";"";"Personas recluidas en los centros de rehabilitación social";"";"";"631";"Mujer043"
"629";"1";"";"";"Prestaciones que brinda la Ley de maternidad gratuita y atención a la infancia (LMGYA)";"";"";"632";"Mujer045"
"630";"1";"";"";"Personas carnetizadas por el tipo de discapacidad";"";"";"633";"Mujer040"
"631";"1";"";"";"Mujeres en edad fértil vacunadas contra la rubeola";"";"";"634";"Mujer027"
"632";"1";"";"";"Mujeres que conocen derechos de la LMGYAI";"";"";"635";"Mujer030"
"633";"1";"";"";"Mujeres en edad reproductiva";"";"";"636";"Mujer028"
"634";"1";"";"";"Casos registrados de VIH/SIDA según ocupación de las personas";"";"";"637";"Mujer008"
"635";"1";"";"";"Relación hombres/mujeres según el estado de la infección (VIH/SIDA)";"";"";"638";"Mujer054"
"636";"1";"";"";"Cobertura atención VIH/SIDA";"";"";"639";"Mujer009"
"637";"1";"";"";"Prevalencia de cáncer de mamas";"";"";"640";"Mujer047"
"638";"1";"";"";"Prevalencia de cáncer cervical";"";"";"641";"Mujer046"
"639";"1";"";"";"Uso de preservativos dentro de la tasa de uso de anticonceptivos (MEF casadas o unidas)";"";"";"642";"Mujer071"
"640";"1";"";"";"Niños/as menores de 5 años que pasan la mayor parte del tiempo con la madre";"";"";"643";"Mujer074"
"641";"1";"";"";"Niñas y adolescentes abusadas sexualmente";"";"";"644";"Mujer073"
"642";"1";"";"";"Jefatura del hogar";"";"";"645";"Pobla002"
"643";"1";"";"";"Violencia física";"";"";"646";"Viole015"
"644";"1";"";"";"Violencia psicológica";"";"";"647";"Viole018"
"645";"1";"";"";"Sexo forzado o abuso sexual";"";"";"648";"Viole014"
"646";"1";"";"";"Personas responsables de la violencia sexual";"";"";"649";"Viole012"
"647";"1";"";"";"Persona o lugar donde solicito ayuda por violencia física o sexual";"";"";"650";"Viole011"
"648";"1";"";"";"Razón por la cual no buscó ayuda ante violencia física o sexual";"";"";"651";"Viole013"
"649";"1";"";"";"Edad al que fue víctima por primera vez de abuso sexual";"";"";"652";"Viole007"
"650";"1";"";"";"Comisarías de la Mujer en el país";"";"";"653";"Viole003"
"651";"1";"";"";"Medidas de Amparo";"";"";"654";"Viole008"
"652";"1";"";"";"Denuncias por violencia intrafamiliar";"";"";"655";"Viole005"
"653";"1";"";"";"Denuncias por violencia a la mujer";"";"";"656";"Viole004"
"654";"1";"";"";"Estándares mínimos de Calidad de los Programas de Desarrollo Infantil";"";"";"657";"Accio009"
"655";"1";"";"";"Planteles por tipo de establecimiento";"";"";"658";"Accio018"
"656";"1";"";"";"Planteles según horario de atención";"";"";"659";"Accio019"
"657";"1";"";"";"Planteles según población atendida";"";"";"660";"Accio020"
"658";"1";"";"";"Planteles hispanos o bilingües";"";"";"661";"Accio017"
"659";"1";"";"";"Concejos Cantonales de la Niñez y Adolescencia";"";"";"662";"Accio004"
"660";"1";"";"";"Juntas Cantonales de la niñez y adolescencia";"";"";"663";"Accio011"
"661";"1";"";"";"Juzgados de la Niñez y Adolescencia";"";"";"664";"Accio012"
"662";"1";"";"";"Niños/as y adolescentes en familias registradas en Q1 y Q2 SELBEN";"";"";"665";"Accio014"
"663";"1";"";"";"Entidades de atención a niños/as y adolescentes privados de su medio familiar";"";"";"666";"Accio006"
"664";"1";"";"";"Entidades ejecutoras de medidas socioeducativas para adolescentes en conflicto con la ley";"";"";"667";"Accio007"
"665";"1";"";"";"Niños/as y adolescentes en familias habilitadas para recibir el BDH";"";"";"668";"Accio013"
"666";"1";"";"";"Inscripción de los nacimientos niños/as menores de 1 año";"";"";"669";"Dere004"
"667";"1";"";"";"Identidad étnico-racial de los niños/as";"";"";"670";"Dere003"
"668";"1";"";"";"Sólo lengua español en los niños/as";"";"";"671";"Dere027"
"669";"1";"";"";"Lengua español e indígena en los niños/as";"";"";"672";"Dere005"
"670";"1";"";"";"Sólo lengua indígena en los niños/as";"";"";"673";"Dere028"
"671";"1";"";"";"Lengua español y extranjera en los niños/as";"";"";"674";"Dere006"
"672";"1";"";"";"Maltrato físico por profesores/as";"";"";"675";"Dere008"
"673";"1";"";"";"Niños/as de 0 a 17 años con padres emigrados";"";"";"676";"Dere015"
"674";"1";"";"";"Parto institucional";"";"";"677";"Dere025"
"675";"1";"";"";"Ley de Maternidad gratuita";"";"";"678";"Dere007"
"676";"1";"";"";"Niños/as menores de 3 años que reciben complemento alimenticio gratuito (PANN 2000)";"";"";"679";"Dere019"
"677";"1";"";"";"Niños/as inmunizados contra sarampión";"";"";"680";"Dere018"
"678";"1";"";"";"Niños/as con esquema de vacunación completo";"";"";"681";"Dere011"
"679";"1";"";"";"Embarazadas vacunadas contra la rubéola";"";"";"682";"Dere002"
"680";"1";"";"";"Actividades compartidas con su padre o madre";"";"";"683";"Famil001"
"681";"1";"";"";"Actuación del profesor cuando el adolescente tiene dificultad en una materia";"";"";"684";"Educa007"
"682";"1";"";"";"Pandillas o actos de violencia entre ciertos estudiantes en el colegio";"";"";"685";"Educa060"
"683";"1";"";"";"Respeto a la opinión de los estudiantes";"";"";"686";"Educa068"
"684";"1";"";"";"Acceso a biblioteca en la escuela";"";"";"687";"Educa003"
"685";"1";"";"";"Acceso a computadora en la escuela";"";"";"688";"Educa005"
"686";"1";"";"";"Acceso a Internet en la escuela";"";"";"689";"Educa006"
"687";"1";"";"";"Acceso a canchas deportivas en la escuela";"";"";"690";"Educa004"
"688";"1";"";"";"Deserción escolar por embarazo adolescente";"";"";"691";"Educa024"
"689";"1";"";"";"Niños/as y adolescentes que estudian";"";"";"692";"Educa056"
"690";"1";"";"";"Adolescentes no matriculados en secundaria";"";"";"693";"Ninos001"
"691";"1";"";"";"IDN-3 La Adolescencia";"";"";"694";"Ninos006"
"692";"1";"";"";"Consejos Consultivos de Niños/as y Adolescentes";"";"";"695";"Parti015"
"693";"1";"";"";"Participación en alguna organización";"";"";"696";"Parti017"
"694";"1";"";"";"Niños/as y adolescentes indígenas según su lengua";"";"";"697";"Pobla034"
"695";"1";"";"";"Inscripciones tardías";"";"";"698";"Pobla012"
"696";"1";"";"";"Niños/as inscritos";"";"";"699";"Pobla031"
"697";"1";"";"";"Juicios de adolescentes en conflicto con la ley";"";"";"700";"Prote008"
"698";"1";"";"";"Adolescentes en conflicto con la ley";"";"";"701";"Prote001"
"699";"1";"";"";"Permanencia en centros de internamiento";"";"";"702";"Prote026"
"700";"1";"";"";"Edad de inicio del consumo de tabaco en adolescentes";"";"";"703";"Prote007"
"701";"1";"";"";"Qué hacer para que los adolescentes no se metan en problemas con las drogas";"";"";"704";"Prote027"
"702";"1";"";"";"Calificación de los cursos de prevención del consumo de drogas";"";"";"705";"Prote004"
"703";"1";"";"";"Niñas y adolescentes  abusadas sexualmente según la edad del primer abuso";"";"";"706";"Prote009"
"704";"1";"";"";"Niñas y adolescentes maltratadas antes de cumplir 15 años";"";"";"707";"Prote010"
"705";"1";"";"";"Violencia entre los padres";"";"";"708";"Prote029"
"706";"1";"";"";"Violencia intrafamiliar contra las mujeres";"";"";"709";"Prote030"
"707";"1";"";"";"Niños/as y adolescentes trabajadores";"";"";"710";"Prote019"
"708";"1";"";"";"Salario promedio de los niños/as y adolescentes trabajadores";"";"";"711";"Prote028"
"709";"1";"";"";"Niños/as y adolescentes que participan en los quehaceres domésticos";"";"";"712";"Prote018"
"710";"1";"";"";"Niños/as y adolescentes trabajadores según horas de trabajo por día";"";"";"713";"Prote022"
"711";"1";"";"";"Niños/as y adolescentes trabajadores en actividades  peligrosas";"";"";"714";"Prote020"
"712";"1";"";"";"Niños/as y adolescentes trabajadores en el servicio doméstico";"";"";"715";"Prote021"
"713";"1";"";"";"Niños/as y adolescentes que no trabajan y no buscan trabajo";"";"";"716";"Prote017"
"714";"1";"";"";"Uso de antiparasitarios";"";"";"717";"Salud206"
"715";"1";"";"";"Lactancia materna";"";"";"718";"Salud110"
"716";"1";"";"";"Muertes por causas  evitables";"";"";"719";"Salud126"
"717";"1";"";"";"Inasistencia escolar por motivos de salud";"";"";"720";"Salud105"
"718";"1";"";"";"Partos en adolescentes";"";"";"721";"Salud154"
"719";"1";"";"";"No uso de métodos anticonceptivos en adolescentes en su primer relación sexual";"";"";"722";"Salud147"
"720";"1";"";"";"Padres que no saben donde están sus hijos adolescentes durante su tiempo libre";"";"";"723";"Joven021"
"721";"1";"";"";"Tiempo libre de los adolescentes";"";"";"724";"Joven022"
"722";"1";"";"";"Uso del tiempo libre de los adolescentes";"";"";"725";"Joven023"
"723";"1";"";"";"Relación de las tasas de analfabetismo";"";"";"726";"Educa087"
"724";"1";"";"";"Relación de las tasas de alfabetización";"";"";"727";"Educa086"
"725";"1";"";"";"Brecha mujeres/hombres entre las tasas netas de matrícula";"";"";"728";"Educa085"
"726";"1";"";"";"Mujeres remuneradas en la PEA del sector no agrícola";"";"";"729";"Emple073"
"727";"1";"";"";"Mujeres en cargos de elección popular";"";"";"730";"Parti009"
"728";"1";"";"";"Relación hombres/mujeres según el estado de la infección";"";"";"731";"Salud006"
"730";"1";"";"";"Población de 15 a 24 años que tiene conocimientos amplios y correctos sobre el VIH/SIDA";"";"";"733";"Salud004"
"731";"1";"";"";"Prevalencia de paludismo";"";"";"734";"Salud005"
"733";"1";"";"";"Proporción de la superficie de las tierras protegidas para mantener la biodiversidad";"";"";"736";"Ambie010"
"734";"1";"";"";"Servicio de la deuda externa como porcentaje de exportaciones de bienes y servicios";"";"";"737";"Econo031"
"735";"1";"";"";"Saldos de la deuda pública interna y externa como porcentaje del PIB";"";"";"738";"Econo030"
"736";"1";"";"";"Tipo de pared";"";"";"739";"Vivie043"
"729";"1";"798";"";"Mortalidad por el VIH/SIDA";"";"";"732";"Salud003"
"732";"1";"799";"";"Mortalidad de tuberculosis";"";"";"735";"Salud002"
"739";"1";"";"";"Personas con acceso a agua segura";"";"";"742";"Vivie050"
"740";"1";"";"";"Personas con acceso a agua entubada por red pública dentro de la vivienda";"";"";"743";"Vivie051"
"741";"1";"";"";"Personas con acceso a medios de eliminación de excretas";"";"";"744";"Vivie052"
"742";"1";"";"";"Personas con acceso a servicio eléctrico";"";"";"745";"Vivie053"
"743";"1";"";"";"Personas que viven en hogares con refrigerador";"";"";"746";"Vivie054"
"744";"1";"";"";"Personas que viven en hogares con televisor";"";"";"747";"Vivie055"
"745";"1";"";"";"Personas  que viven en hogares con servicio telefónico convencional";"";"";"748";"Vivie056"
"746";"1";"";"";"Personas  que viven en hogares con radio o equipo de sonido";"";"";"749";"Vivie057"
"747";"1";"";"";"Personas  que viven en hogares con computadora";"";"";"750";"Vivie058"
"748";"1";"";"";"Personas  que viven en hogares hacinados";"";"";"751";"Vivie059"
"749";"1";"";"";"Personas con acceso a medios de eliminación de basura";"";"";"752";"Vivie060"
"751";"1";"";"";"Adopciones";"";"";"754";"Famil002"
"752";"1";"";"";"Buen trato por parte de los padres";"";"";"755";"Famil003"
"753";"1";"";"";"Cuidado diario de los niños/as menores de 5 años";"";"";"756";"Famil004"
"754";"1";"";"";"Incentivos por parte de los padres";"";"";"757";"Famil005"
"755";"1";"";"";"Indiferencia por parte de los padres";"";"";"758";"Famil006"
"756";"1";"";"";"Juicios de alimentos";"";"";"759";"Famil007"
"757";"1";"";"";"Juicios de visitas, tenencia y patria potestad";"";"";"760";"Famil008"
"758";"1";"";"";"Niños/as y adolescentes migrantes al extranjero";"";"";"761";"Famil011"
"759";"1";"";"";"Niños/as y adolescentes perdidos";"";"";"762";"Famil012"
"760";"1";"";"";"Niños/as y adolescentes que viven con sus padres biológicos";"";"";"763";"Famil013"
"761";"1";"";"";"Niños/as y adolescentes refugiados";"";"";"764";"Famil014"
"762";"1";"";"";"Permanencia en acogimiento institucional";"";"";"765";"Famil015"
"763";"1";"";"";"Privados de su medio familiar";"";"";"766";"Famil016"
"764";"1";"";"";"Viven con sus padres en la cárcel";"";"";"767";"Famil017"
"765";"1";"11";"";"Educación pre-escolar";"";"";"768";"Educa026"
"766";"1";"11";"";"Tasa bruta de matrícula";"";"";"770";"Educa100"
"768";"1";"";"";"Causas de la discapacidad en los niños/as y adolescentes";"";"";"773";"Prote005"
"769";"1";"";"";"Control prenatal";"";"";"774";"Dere001"
"770";"1";"";"";"Carencia de estimulación cognitiva";"";"";"775";"Ninos002"
"771";"1";"";"";"IDN Global";"";"";"776";"Ninos003"
"772";"1";"";"";"IDN-1 Primeros años";"";"";"777";"Ninos004"
"773";"1";"";"";"IDN-2 Edad escolar";"";"";"778";"Ninos005"
"774";"1";"";"";"Interrupción de la educación al concluir la primaria";"";"";"779";"Ninos007"
"775";"1";"";"";"Muertes evitables";"";"";"780";"Ninos008"
"776";"1";"";"";"Niños/as criados con castigo físico";"";"";"781";"Ninos009"
"777";"1";"";"";"Niños/as que no comparten actividades recreativas con sus padres";"";"";"782";"Ninos010"
"781";"1";"";"";"Diez principales causas de muerte en jóvenes";"";"";"786";"Salud071"
"782";"1";"";"";"Diez principales causas de morbilidad hospitalaria en la juventud";"";"";"787";"Salud117"
"783";"1";"";"";"Tenencia de la tierra";"";"";"788";"sissan001"
"784";"1";"";"";"Distribución de la tierra";"";"";"789";"sissan002"
"785";"1";"";"";"Superficie de cultivos  transitorios";"";"";"791";"sissan005"
"786";"1";"";"";"Superficie de cultivos permanentes";"";"";"792";"sissan006"
"787";"1";"";"";"Superficie de pastos";"";"";"793";"sissan007"
"788";"1";"";"";"Superficie destinada a monocultivos";"";"";"794";"sissan009"
"789";"1";"";"";"Superficie de cultivos asociados";"";"";"795";"sissan010"
"790";"1";"";"";"Concentración de la tierra";"";"";"796";"sissan011"
"791";"1";"";"";"Acceso a riego";"";"";"797";"sissan012"
"792";"1";"";"";"Uso de semilla común";"";"";"798";"sissan014"
"793";"1";"";"";"Uso de semilla mejorada";"";"";"799";"sissan017"
"794";"1";"";"";"Uso de semilla certificada";"";"";"800";"sissan018"
"795";"1";"";"";"Producción de alimentos";"";"";"801";"sissan019"
"796";"1";"";"";"Productividad por cultivos permanentes";"";"";"802";"sissan020"
"797";"1";"";"";"Total de importaciones de alimentos";"";"";"803";"sissan021"
"798";"1";"";"";"Total de exportaciones de alimentos";"";"";"804";"sissan022"
"799";"1";"";"";"Relación de dependencia de alimentos";"";"";"805";"sissan023"
"800";"1";"";"";"Déficit de alimentos";"";"";"806";"sissan024"
"801";"1";"";"";"Tasas de crecimiento de la importación de alimentos";"";"";"807";"sissan025"
"802";"1";"";"";"Razón de dependencia de las importaciones (RDI)";"";"";"808";"sissan026"
"803";"1";"";"";"Razón de dependencia de las importaciones alimentarias (RDI)";"";"";"809";"sissan027"
"804";"1";"";"";"Déficit o superávit de la Balanza agropecuaria";"";"";"810";"sissan029"
"805";"1";"";"";"Déficit o superávit de la Balanza comercial";"";"";"811";"sissan030"
"806";"1";"";"";"Grado de suficiencia energética";"";"";"812";"sissan031"
"807";"1";"";"";"Grado de suficiencia proteica";"";"";"813";"sissan032"
"876";"1";"310";"";"Presupuesto Sectorial Ambiente (devengado) per cápita";"";"";"885";"Inver051"
"877";"1";"310";"";"Presupuesto Sectorial Ambiente (devengado) por Fuente de Financiamiento";"";"";"886";"Inver052"
"878";"1";"";"";"Migración internacional";"";"";"887";"Migra001"
"779";"1";"268";"";"Incidencia de la extrema pobreza de ingresos";"Una persona es “extremo pobre” por ingresos cuando pertenece a un hogar cuyo ingreso per cápita, en un período determinado, es inferior a la línea de indigencia o extrema pobreza. La línea de pobreza es el equivalente monetario del costo de una canasta básica de bienes y servicios. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"784";"Desig013"
"780";"1";"270";"";"Severidad de la  extrema pobreza de ingresos";"Descripción del indicador";"";"785";"Desig035"
"767";"1";"11";"1";"Tasa neta de matrícula EG básica";"";"";"772";"Educa102"
"808";"1";"";"";"Proporción de Autosuficiencia (PAS)";"";"";"814";"sissan035"
"809";"1";"";"";"Disponibilidad total nacional de alimentos";"";"";"816";"sissan037"
"810";"1";"";"";"Disponibilidad de energía";"";"";"817";"sissan038"
"811";"1";"";"";"Disponibilidad de proteína ";"";"";"818";"sissan039"
"812";"1";"";"";"Disponibilidad de grasa";"";"";"819";"sissan040"
"813";"1";"";"";"Índice global de producción";"";"";"820";"sissan041"
"814";"1";"";"";"Índice de producción per cápita de alimentos";"";"";"821";"sissan042"
"815";"1";"";"";"Índice de disponibilidad de energía per capita";"";"";"822";"sissan043"
"816";"1";"";"";"Índice de disponibilidad de proteína  per capita";"";"";"823";"sissan044"
"817";"1";"";"";"Índice de disponibilidad de grasa  per capita";"";"";"824";"sissan045"
"818";"1";"";"";" Variación anual de la productividad por cultivos permanentes";"";"";"825";"sissan046"
"819";"1";"";"";"Participación del gasto en alimentos en el gasto total";"";"";"826";"sissan060"
"820";"1";"";"";"Escolaridad del Jefe de Hogar";"";"";"827";"sissan069"
"821";"1";"";"";"Brecha canasta básica";"";"";"828";"sissan073"
"822";"1";"";"";"Brecha canasta vital";"";"";"829";"sissan074"
"823";"1";"";"";"IPC";"";"";"830";"sissan075"
"824";"1";"";"";"IPC alimentos";"";"";"831";"sissan076"
"825";"1";"";"";"Costo canasta básica";"";"";"832";"sissan078"
"826";"1";"";"";"Costo canasta vital";"";"";"833";"sissan079"
"827";"1";"";"";"Hogares bajo la línea de extrema pobreza";"";"";"834";"sissan092"
"828";"1";"";"";"Consumo aparente promedio  per cápita de energía";"";"";"835";"sissan103"
"829";"1";"";"";"Índice de adecuación energética";"";"";"836";"sissan106"
"830";"1";"";"";"Autoconsumo ";"";"";"837";"sissan107"
"831";"1";"";"";"Autoconsumo por alimento";"";"";"838";"sissan108"
"832";"1";"";"";"Prevalencia de sobrepeso ";"";"";"839";"sissan126"
"833";"1";"";"";"Desnutrición aguda";"";"";"840";"sissan128"
"834";"1";"";"";"Inflación mensual";"";"";"841";"sissan134"
"835";"1";"";"";"Inflación acumulada";"";"";"842";"sissan135"
"836";"1";"";"";"Inflación anual";"";"";"843";"sissan136"
"837";"1";"";"";"Salario real";"";"";"844";"sissan137"
"838";"1";"";"";"Variación PIB agropecuario";"";"";"845";"sissan138"
"839";"1";"";"";"Tasa de Cesantía";"";"";"846";"Emple074"
"840";"1";"";"";"Personas  que viven en hogares con automóvil";"";"";"847";"Vivie061"
"841";"1";"";"";"Personas  que viven en hogares con internet";"";"";"848";"Vivie062"
"842";"1";"";"";"Personas  que habitan en viviendas propias";"";"";"849";"Vivie063"
"843";"1";"";"";"Personas  que viven en hogares con servicio higiénico exclusivo";"";"";"850";"Vivie064"
"844";"1";"";"";"Personas  que viven en hogares con ducha exclusiva";"";"";"851";"Vivie065"
"845";"1";"710";"";"Alumnado de Sistema Privado";"";"";"854";"Educa105"
"846";"1";"709";"";"Alumnado de Sistema Fiscomisional";"";"";"855";"Educa106"
"848";"1";"";"";"Déficit Habitacional Cualitativo";"";"";"857";"Vivie067"
"849";"1";"";"";"Tipo de techo";"";"";"858";"Vivie068"
"850";"1";"23";"";"Abandono Escolar Sistema Privado";"";"";"859";"Educa107"
"851";"1";"";"";"Abandono Escolar Sistema Fiscomisional";"";"";"860";"Educa108"
"852";"1";"22";"";"Repetición escolar Sistema Público";"";"";"861";"Educa109"
"853";"1";"22";"";"Repetición escolar Sistema Privado";"";"";"862";"Educa110"
"854";"1";"22";"";"Repetición escolar Sistema Fiscomisional";"";"";"863";"Educa111"
"855";"1";"21";"";"Promoción escolar Sistema Privado";"";"";"864";"Educa112"
"856";"1";"21";"";"Promoción escolar Sistema Fiscomisional";"";"";"865";"Educa113"
"857";"1";"30";"";"Escuelas incompletas (EGB)";"";"";"866";"Educa114"
"858";"1";"";"";"Profesores con título Universitario";"";"";"867";"Educa063"
"859";"1";"";"";"Productividad por cultivos transitorios";"";"";"868";"sissan139"
"860";"1";"";"";"Variación anual de la productividad por cultivos transitorios";"";"";"869";"sissan047"
"862";"1";"";"";"Teléfonos celulares";"";"";"871";"Vivie071"
"863";"1";"";"";"Personas que viven en hogares con teléfono celular";"";"";"872";"Vivie072"
"864";"1";"";"";"Acceso a servicios de saneamiento";"Viviendas que cuentan con sercicios de: agua entubada por red pública dentro de la vivienda, o medios de eliminación de excretas conectados a la red pública de alcantarillado, o medios de eliminación de basura.";"";"873";"Vivie073"
"866";"1";"310";"";"Presupuesto Sectorial Recreación, Cultura y Religión (devengado) como: % del Presupuesto General del estado y % del Presupuesto del Sector Social";"";"";"875";"Inver041"
"867";"1";"310";"";"Presupuesto Sectorial Recreación, Cultura y Religión (devengado) per cápita";"";"";"876";"Inver042"
"868";"1";"310";"";"Presupuesto Sectorial Recreación, Cultura y Religión (devengado) por Naturaleza del Gasto";"";"";"877";"Inver043"
"869";"1";"310";"";"Presupuesto Sectorial Recreación, Cultura y Religión (devengado) en millones de dólares";"";"";"878";"Inver044"
"870";"1";"310";"";"Presupuesto del Sectorial actividades recreativas, cultura y religión, (monto devengado), per capita";"";"";"879";"Inver045"
"871";"1";"310";"";"Presupuesto Sectorial Recreación, Cultura y Religión (devengado) por Fuente de Financiamiento";"";"";"880";"Inver046"
"872";"1";"310";"";"Presupuesto Sectorial Ambiente (devengado) como: % del Presupuesto General del estado y % del Presupuesto del Sector Social";"";"";"881";"Inver047"
"873";"1";"310";"";"Presupuesto Sectorial Recreación, Cultura y Religión (devengado) como % del PIB";"";"";"882";"Inver048"
"874";"1";"310";"";"Presupuesto Sectorial Ambiente (devengado) por Naturaleza del Gasto";"";"";"883";"Inver049"
"875";"1";"310";"";"Presupuesto Sectorial Ambiente (devengado) en millones de dólares";"";"";"884";"Inver050"
"879";"1";"";"";"Migración internacional por años de salida del país";"";"";"888";"Migra002"
"880";"1";"";"";"Migración internacional por lugar de nacimiento del emigrante";"";"";"889";"Migra003"
"881";"1";"";"";"Saldos migratorios";"";"";"891";"Migra005"
"882";"1";"";"";"Saldos migratorios de emigrantes menores de 18 años";"";"";"892";"Migra006"
"883";"1";"";"";"Destinos de la migración";"";"";"893";"Migra007"
"884";"1";"";"";"Motivos de la migración";"";"";"895";"Migra009"
"885";"1";"";"";"Migración de Jefes de hogar";"";"";"897";"Migra011"
"886";"1";"";"";"Hijos de emigrantes menores de 18 años que se quedaron en el país";"";"";"899";"Migra013"
"887";"1";"";"";"Parentesco con el jefe de hogar";"";"";"901";"Migra015"
"888";"1";"";"";"Estado civil del emigrante";"";"";"902";"Migra016"
"889";"1";"";"";"Posible migración de otros miembros del hogar";"";"";"904";"Migra018"
"890";"1";"";"";"Número de posibles emigrantes";"";"";"905";"Migra019"
